Participant_ID,Text_ID,Word_ID,Word,Fixation_Duration
P5,2,2,Nice ,332
P5,2,4,Must ,210
P5,2,5,you ,184
P5,2,6,marinate ,173
P5,2,5,you ,250
P5,2,6,marinate ,206
P5,2,6,marinate ,959
P5,2,4,Must ,252
P5,2,3,perfume. ,189
P5,2,3,perfume. ,302
P5,2,4,Must ,175
P5,2,4,Must ,236
P5,2,6,marinate ,947
P5,2,5,you ,139
P5,2,4,Must ,595
P5,2,6,marinate ,332
P5,2,7,in ,942
P5,2,6,marinate ,602
P5,2,3,perfume. ,56
P6,2,1,Aspect--Perfume ,110
P6,2,1,Aspect--Perfume ,206
P6,2,3,perfume. ,150
P6,2,3,perfume. ,214
P6,2,4,Must ,212
P6,2,6,marinate ,268
P6,2,4,Must ,116
P6,2,4,Must ,184
P6,2,5,you ,194
P6,2,6,marinate ,174
P6,2,7,in ,480
P6,2,6,marinate ,368
P6,2,3,perfume. ,224
P6,2,2,Nice ,124
P7,2,3,perfume. ,390
P7,2,2,Nice ,199
P7,2,1,Aspect--Perfume ,284
P7,2,4,Must ,219
P7,2,6,marinate ,302
P7,2,4,Must ,222
P7,2,3,perfume. ,199
P7,2,6,marinate ,260
P7,2,6,marinate ,421
P7,2,4,Must ,403
P7,2,7,in ,143
P7,2,3,perfume. ,256
P7,2,1,Aspect--Perfume ,410
P7,2,4,Must ,150
P7,2,5,you ,186
P7,2,6,marinate ,350
P7,2,1,Aspect--Perfume ,351
P7,2,5,you ,200
P7,2,6,marinate ,557
P7,2,5,you ,352
P7,2,4,Must ,230
P7,2,6,marinate ,152
P1,3,1,Aspect--Human,219
P1,3,2,Suburbia:,193
P1,3,2,Suburbia:,185
P1,3,2,Suburbia:,124
P1,3,2,Suburbia:,280
P1,3,4,they,203
P1,3,6,out,177
P1,3,5,tear,223
P1,3,1,Aspect--Human,170
P1,3,7,the,195
P1,3,9,and,345
P1,3,12,streets,375
P1,3,13,after,235
P1,3,14,them.,133
P2,3,2,Suburbia:,225
P2,3,2,Suburbia:,249
P2,3,3,where,105
P2,3,4,they,183
P2,3,3,where,215
P2,3,3,where,229
P2,3,4,they,318
P2,3,5,tear,238
P2,3,7,the,367
P2,3,7,the,158
P2,3,8,trees,164
P2,3,10,then,252
P2,3,11,name,196
P2,3,12,streets,345
P2,3,12,streets,233
P2,3,13,after,262
P2,3,2,Suburbia:,126
P2,3,2,Suburbia:,226
P2,3,1,Aspect--Human,267
P2,3,1,Aspect--Human,254
P2,3,3,where,163
P2,3,3,where,124
P3,3,2,Suburbia:,376
P3,3,3,where,234
P3,3,4,they,394
P3,3,3,where,198
P3,3,4,they,270
P3,3,6,out,74
P3,3,6,out,29
P3,3,5,tear,281
P3,3,6,out,372
P3,3,5,tear,184
P3,3,7,the,212
P3,3,8,trees,268
P3,3,10,then,184
P3,3,11,name,238
P3,3,12,streets,315
P3,3,13,after,253
P3,3,14,them.,120
P3,3,3,where,113
P3,3,2,Suburbia:,171
P3,3,3,where,160
P3,3,5,tear,249
P3,3,2,Suburbia:,129
P4,3,3,where,225
P4,3,2,Suburbia:,196
P4,3,2,Suburbia:,197
P4,3,3,where,187
P4,3,4,they,104
P4,3,4,they,271
P4,3,5,tear,236
P4,3,7,the,108
P4,3,6,out,174
P4,3,8,trees,116
P4,3,8,trees,189
P4,3,10,then,239
P4,3,11,name,232
P4,3,12,streets,299
P4,3,13,after,399
P4,3,12,streets,122
P4,3,14,them.,335
P4,3,3,where,91
P4,3,2,Suburbia:,73
P5,3,1,Aspect--Human ,7
P5,3,1,Aspect--Human ,251
P5,3,2,Suburbia: ,260
P5,3,3,where ,270
P5,3,3,where ,529
P5,3,4,they ,197
P5,3,5,tear ,165
P5,3,7,the ,194
P5,3,8,trees ,219
P5,3,10,then ,198
P5,3,11,name ,330
P5,3,12,streets ,182
P5,3,14,them. ,94
P6,3,3,where ,104
P6,3,2,Suburbia: ,180
P6,3,2,Suburbia: ,242
P6,3,2,Suburbia: ,126
P6,3,3,where ,200
P6,3,5,tear ,260
P6,3,6,out ,84
P6,3,7,the ,228
P6,3,8,trees ,160
P6,3,10,then ,232
P6,3,11,name ,246
P6,3,12,streets ,268
P6,3,13,after ,288
P7,3,2,Suburbia: ,221
P7,3,2,Suburbia: ,201
P7,3,1,Aspect--Human ,274
P7,3,3,where ,168
P7,3,4,they ,229
P7,3,5,tear ,222
P7,3,7,the ,201
P7,3,9,and ,160
P7,3,11,name ,225
P7,3,10,then ,227
P7,3,12,streets ,209
P7,3,13,after ,163
P7,3,12,streets ,273
P7,3,13,after ,473
P7,3,12,streets ,254
P7,3,11,name ,318
P7,3,9,and ,173
P7,3,6,out ,183
P7,3,4,they ,160
P7,3,1,Aspect--Human ,193
P1,4,1,Aspect--Office,226
P1,4,3,isnﾒt,204
P1,4,5,office.,273
P1,4,7,Hell,422
P1,4,9,fluorescent,343
P1,4,10,lighting.,289
P2,4,3,isnﾒt,582
P2,4,2,This,161
P2,4,3,isnﾒt,354
P2,4,4,an,678
P2,4,9,fluorescent,245
P2,4,4,an,248
P2,4,5,office.,159
P2,4,4,an,101
P2,4,3,isnﾒt,234
P2,4,2,This,139
P2,4,3,isnﾒt,149
P2,4,5,office.,157
P2,4,4,an,163
P2,4,6,Itﾒs,215
P2,4,7,Hell,212
P2,4,8,with,220
P2,4,9,fluorescent,208
P2,4,10,lighting.,173
P2,4,1,Aspect--Office,166
P3,4,4,an,109
P3,4,5,office.,110
P3,4,3,isnﾒt,94
P3,4,3,isnﾒt,186
P3,4,4,an,383
P3,4,5,office.,168
P3,4,6,Itﾒs,210
P3,4,8,with,337
P3,4,9,fluorescent,423
P3,4,9,fluorescent,95
P3,4,10,lighting.,205
P3,4,5,office.,154
P3,4,3,isnﾒt,159
P4,4,2,This,225
P4,4,2,This,150
P4,4,3,isnﾒt,275
P4,4,5,office.,197
P4,4,7,Hell,226
P4,4,7,Hell,96
P4,4,6,Itﾒs,237
P4,4,8,with,82
P4,4,8,with,175
P4,4,9,fluorescent,112
P4,4,9,fluorescent,131
P4,4,10,lighting.,223
P5,4,3,isnﾒt ,292
P5,4,4,an ,280
P5,4,3,isnﾒt ,126
P5,4,3,isnﾒt ,249
P5,4,5,office. ,364
P5,4,6,Itﾒs ,293
P5,4,7,Hell ,176
P5,4,9,fluorescent ,185
P5,4,9,fluorescent ,267
P5,4,10,lighting. ,364
P5,4,9,fluorescent ,312
P5,4,5,office. ,52
P6,4,0,0,82
P6,4,2,This ,218
P6,4,4,an ,202
P6,4,3,isnﾒt ,264
P6,4,7,Hell ,198
P6,4,9,fluorescent ,288
P6,4,9,fluorescent ,200
P6,4,7,Hell ,140
P6,4,8,with ,120
P6,4,8,with ,170
P6,4,10,lighting. ,240
P6,4,5,office. ,214
P7,4,3,isnﾒt ,275
P7,4,3,isnﾒt ,511
P7,4,7,Hell ,467
P7,4,6,Itﾒs ,201
P7,4,9,fluorescent ,145
P7,4,9,fluorescent ,152
P7,4,10,lighting. ,235
P7,4,5,office. ,173
P7,4,3,isnﾒt ,526
P7,4,7,Hell ,386
P7,4,9,fluorescent ,278
P7,4,1,Aspect--Office ,144
P7,4,1,Aspect--Office ,177
P7,4,4,an ,353
P7,4,8,with ,290
P1,5,1,Aspect--My,315
P1,5,4,Donﾒt,273
P1,5,5,bother,225
P1,5,6,me.,184
P1,5,8,living,131
P1,5,9,happily,212
P1,5,10,ever,342
P1,5,2,present,233
P1,5,3,state,182
P2,5,10,ever,111
P2,5,0,0,128
P2,5,7,Iﾒm,125
P2,5,5,bother,153
P2,5,4,Donﾒt,202
P2,5,1,Aspect--My,131
P2,5,2,present,167
P2,5,2,present,155
P2,5,3,state,189
P2,5,4,Donﾒt,161
P2,5,5,bother,238
P2,5,6,me.,200
P2,5,8,living,275
P2,5,7,Iﾒm,452
P2,5,8,living,180
P2,5,9,happily,167
P2,5,9,happily,145
P2,5,10,ever,634
P2,5,10,ever,675
P2,5,10,ever,237
P2,5,2,present,188
P2,5,2,present,159
P2,5,2,present,111
P2,5,4,Donﾒt,234
P2,5,5,bother,251
P2,5,6,me.,133
P2,5,8,living,165
P2,5,9,happily,230
P2,5,10,ever,602
P2,5,6,me.,21
P2,5,8,living,130
P3,5,5,bother,126
P3,5,4,Donﾒt,139
P3,5,4,Donﾒt,177
P3,5,4,Donﾒt,428
P3,5,5,bother,177
P3,5,8,living,356
P3,5,9,happily,142
P3,5,10,ever,239
P3,5,11,after.,141
P3,5,7,Iﾒm,371
P3,5,6,me.,156
P3,5,2,present,222
P3,5,2,present,181
P3,5,2,present,54
P3,5,5,bother,284
P3,5,2,present,158
P3,5,2,present,263
P3,5,8,living,146
P3,5,7,Iﾒm,120
P3,5,2,present,356
P3,5,2,present,256
P3,5,2,present,414
P3,5,2,present,100
P3,5,8,living,212
P3,5,5,bother,173
P3,5,4,Donﾒt,228
P3,5,8,living,210
P3,5,10,ever,260
P3,5,9,happily,180
P3,5,8,living,152
P3,5,10,ever,325
P3,5,10,ever,123
P3,5,8,living,77
P3,5,9,happily,218
P3,5,2,present,238
P3,5,2,present,186
P3,5,2,present,278
P3,5,5,bother,140
P3,5,4,Donﾒt,371
P3,5,5,bother,520
P3,5,8,living,218
P3,5,9,happily,186
P3,5,7,Iﾒm,459
P3,5,8,living,190
P3,5,0,0,231
P3,5,0,0,53
P3,5,6,me.,197
P3,5,5,bother,297
P3,5,8,living,393
P4,5,5,bother,210
P4,5,1,Aspect--My,76
P4,5,2,present,158
P4,5,3,state,134
P4,5,4,Donﾒt,126
P4,5,5,bother,240
P4,5,6,me.,195
P4,5,8,living,247
P4,5,9,happily,252
P4,5,10,ever,224
P4,5,10,ever,574
P4,5,10,ever,1047
P6,5,9,happily ,236
P6,5,9,happily ,268
P6,5,10,ever ,154
P6,5,7,Iﾒm ,154
P6,5,8,living ,158
P6,5,9,happily ,318
P6,5,10,ever ,212
P6,5,4,Donﾒt ,168
P6,5,5,bother ,280
P6,5,6,me. ,210
P6,5,7,Iﾒm ,240
P6,5,1,Aspect--My ,242
P6,5,2,present ,152
P7,5,6,me. ,243
P7,5,5,bother ,458
P7,5,5,bother ,525
P7,5,4,Donﾒt ,430
P7,5,5,bother ,245
P7,5,6,me. ,430
P7,5,5,bother ,626
P7,5,5,bother ,195
P7,5,8,living ,185
P7,5,9,happily ,302
P7,5,10,ever ,232
P7,5,2,present ,184
P7,5,2,present ,351
P7,5,8,living ,436
P7,5,9,happily ,287
P7,5,9,happily ,599
P7,5,8,living ,170
P7,5,9,happily ,332
P1,6,1,Aspect--You,317
P1,6,2,Sometimes,185
P1,6,4,need,398
P1,6,5,what,363
P1,6,5,what,160
P1,6,5,what,234
P1,6,7,you,194
P1,6,9,provide:,233
P1,6,11,absence.,291
P1,6,10,your,175
P1,6,1,Aspect--You,251
P1,6,1,Aspect--You,83
P2,6,2,Sometimes,235
P2,6,2,Sometimes,125
P2,6,4,need,120
P2,6,6,only,129
P2,6,5,what,242
P2,6,5,what,217
P2,6,7,you,150
P2,6,5,what,130
P2,6,7,you,222
P2,6,8,can,160
P2,6,9,provide:,140
P2,6,11,absence.,158
P2,6,10,your,550
P2,6,9,provide:,376
P2,6,1,Aspect--You,190
P2,6,1,Aspect--You,155
P2,6,10,your,165
P2,6,11,absence.,144
P2,6,6,only,238
P3,6,2,Sometimes,228
P3,6,2,Sometimes,170
P3,6,4,need,315
P3,6,5,what,207
P3,6,6,only,159
P3,6,6,only,333
P3,6,7,you,208
P3,6,9,provide:,172
P3,6,7,you,142
P3,6,10,your,243
P3,6,11,absence.,146
P3,6,2,Sometimes,131
P3,6,2,Sometimes,129
P4,6,5,what,231
P4,6,2,Sometimes,237
P4,6,4,need,241
P4,6,5,what,256
P4,6,7,you,211
P4,6,7,you,189
P4,6,8,can,182
P4,6,9,provide:,149
P4,6,9,provide:,136
P4,6,7,you,208
P4,6,11,absence.,134
P4,6,10,your,239
P4,6,11,absence.,243
P4,6,10,your,544
P4,6,10,your,257
P4,6,11,absence.,162
P4,6,11,absence.,469
P4,6,10,your,168
P4,6,11,absence.,66
P5,6,2,Sometimes ,221
P5,6,2,Sometimes ,278
P5,6,4,need ,176
P5,6,4,need ,150
P5,6,5,what ,185
P5,6,4,need ,424
P5,6,6,only ,165
P5,6,6,only ,537
P5,6,6,only ,254
P5,6,7,you ,151
P5,6,8,can ,319
P5,6,10,your ,732
P5,6,9,provide: ,609
P5,6,1,Aspect--You ,124
P5,6,2,Sometimes ,154
P5,6,4,need ,227
P5,6,5,what ,254
P5,6,8,can ,679
P5,6,11,absence. ,134
P6,6,7,you ,256
P6,6,2,Sometimes ,122
P6,6,2,Sometimes ,168
P6,6,4,need ,220
P6,6,5,what ,184
P6,6,7,you ,204
P6,6,6,only ,70
P6,6,8,can ,214
P6,6,9,provide: ,162
P6,6,10,your ,234
P6,6,11,absence. ,148
P6,6,10,your ,312
P6,6,9,provide: ,358
P6,6,9,provide: ,350
P6,6,10,your ,136
P7,6,2,Sometimes ,238
P7,6,2,Sometimes ,579
P7,6,5,what ,223
P7,6,4,need ,210
P7,6,6,only ,194
P7,6,5,what ,276
P7,6,7,you ,228
P7,6,9,provide: ,240
P7,6,11,absence. ,285
P7,6,10,your ,458
P7,6,11,absence. ,644
P7,6,10,your ,706
P1,7,0,0,52
P1,7,0,0,218
P1,7,6,without,318
P1,7,3,feel,130
P1,7,3,feel,559
P1,7,5,miserable,370
P1,7,8,it's,202
P1,7,10,like,195
P1,7,12,you,375
P1,7,13,here.,277
P1,7,12,you,152
P1,7,13,here.,131
P1,7,5,miserable,148
P1,7,1,Aspect--You,104
P2,7,5,miserable,136
P2,7,3,feel,129
P2,7,3,feel,135
P2,7,5,miserable,136
P2,7,5,miserable,187
P2,7,6,without,377
P2,7,8,it's,283
P2,7,10,like,159
P2,7,11,having,268
P2,7,10,like,78
P2,7,10,like,197
P2,7,11,having,184
P2,7,12,you,447
P2,7,13,here.,147
P2,7,5,miserable,318
P2,7,1,Aspect--You,59
P3,7,5,miserable,208
P3,7,3,feel,111
P3,7,3,feel,199
P3,7,5,miserable,178
P3,7,6,without,268
P3,7,6,without,86
P3,7,6,without,111
P3,7,5,miserable,188
P3,7,6,without,188
P3,7,8,it's,217
P3,7,9,almost,240
P3,7,11,having,211
P3,7,12,you,181
P3,7,10,like,275
P3,7,5,miserable,197
P3,7,4,so,105
P3,7,3,feel,117
P3,7,6,without,304
P3,7,5,miserable,103
P3,7,9,almost,204
P3,7,6,without,314
P4,7,5,miserable,220
P4,7,3,feel,225
P4,7,5,miserable,271
P4,7,5,miserable,210
P4,7,5,miserable,237
P4,7,6,without,236
P4,7,7,"you,",159
P4,7,9,almost,250
P4,7,9,almost,112
P4,7,11,having,247
P4,7,12,you,299
P4,7,12,you,180
P4,7,7,"you,",115
P4,7,5,miserable,189
P4,7,5,miserable,187
P4,7,3,feel,149
P4,7,5,miserable,183
P4,7,6,without,194
P4,7,9,almost,126
P4,7,8,it's,176
P4,7,11,having,265
P4,7,12,you,298
P4,7,10,like,964
P4,7,11,having,263
P4,7,12,you,415
P4,7,10,like,257
P4,7,6,without,145
P4,7,5,miserable,153
P4,7,6,without,253
P4,7,9,almost,691
P4,7,6,without,289
P4,7,5,miserable,146
P4,7,6,without,166
P4,7,9,almost,485
P4,7,11,having,246
P4,7,11,having,150
P4,7,12,you,269
P4,7,1,Aspect--You,256
P4,7,3,feel,227
P4,7,5,miserable,530
P4,7,6,without,151
P4,7,7,"you,",101
P4,7,6,without,564
P4,7,7,"you,",342
P4,7,8,it's,304
P4,7,10,like,206
P4,7,9,almost,137
P4,7,10,like,211
P4,7,12,you,240
P6,7,0,0,74
P6,7,9,almost ,170
P6,7,9,almost ,228
P6,7,9,almost ,102
P6,7,11,having ,200
P6,7,12,you ,142
P6,7,13,here. ,124
P6,7,4,so ,240
P6,7,5,miserable ,184
P6,7,6,without ,260
P6,7,8,it's ,256
P6,7,8,it's ,178
P6,7,10,like ,274
P6,7,11,having ,272
P6,7,10,like ,152
P6,7,12,you ,270
P6,7,12,you ,274
P6,7,6,without ,184
P6,7,1,Aspect--You ,104
P7,7,4,so ,230
P7,7,5,miserable ,195
P7,7,3,feel ,287
P7,7,6,without ,298
P7,7,8,it's ,205
P7,7,9,almost ,195
P7,7,10,like ,237
P7,7,9,almost ,208
P7,7,11,having ,212
P7,7,13,here. ,307
P7,7,10,like ,176
P7,7,9,almost ,307
P7,7,11,having ,228
P7,7,5,miserable ,158
P7,7,5,miserable ,153
P7,7,3,feel ,275
P7,7,5,miserable ,532
P7,7,4,so ,746
P7,7,3,feel ,176
P7,7,10,like ,217
P7,7,9,almost ,148
P7,7,11,having ,229
P7,7,12,you ,411
P7,7,9,almost ,271
P7,7,4,so ,190
P7,7,3,feel ,203
P7,7,5,miserable ,360
P7,7,6,without ,656
P7,7,8,it's ,208
P7,7,10,like ,242
P7,7,11,having ,347
P7,7,7,"you, ",157
P7,7,6,without ,152
P7,7,4,so ,215
P7,7,3,feel ,155
P7,7,5,miserable ,194
P7,7,6,without ,224
P7,7,5,miserable ,236
P7,7,1,Aspect--You ,504
P7,7,5,miserable ,440
P7,7,5,miserable ,516
P1,8,1,Aspect--You,231
P1,8,3,never,117
P1,8,3,never,176
P1,8,5,a,249
P1,8,9,your,195
P1,8,16,an,325
P1,8,17,exception.,175
P1,8,13,glad,137
P1,8,12,be,178
P1,8,15,make,262
P1,8,16,an,232
P1,8,13,glad,173
P1,8,7,but,167
P1,8,7,but,212
P1,8,10,case,272
P1,8,17,exception.,141
P2,8,4,forget,229
P2,8,3,never,172
P2,8,3,never,92
P2,8,4,forget,167
P2,8,6,"face,",258
P2,8,4,forget,145
P2,8,7,but,225
P2,8,10,case,159
P2,8,9,your,268
P2,8,10,case,234
P2,8,12,be,193
P2,8,14,to,213
P2,8,16,an,187
P2,8,15,make,356
P2,8,9,your,132
P2,8,4,forget,280
P2,8,3,never,292
P2,8,6,"face,",181
P2,8,1,Aspect--You,304
P2,8,8,in,227
P2,8,5,a,45
P3,8,3,never,289
P3,8,3,never,258
P3,8,4,forget,212
P3,8,6,"face,",228
P3,8,8,in,272
P3,8,8,in,178
P3,8,6,"face,",92
P3,8,6,"face,",205
P3,8,8,in,157
P3,8,10,case,159
P3,8,13,glad,199
P3,8,13,glad,91
P3,8,16,an,148
P3,8,17,exception.,58
P4,8,3,never,212
P4,8,3,never,153
P4,8,4,forget,226
P4,8,6,"face,",349
P4,8,7,but,184
P4,8,9,your,149
P4,8,8,in,178
P4,8,11,I'll,179
P4,8,12,be,202
P4,8,14,to,180
P4,8,15,make,155
P4,8,17,exception.,251
P4,8,15,make,85
P4,8,1,Aspect--You,51
P5,8,3,never ,86
P5,8,3,never ,201
P5,8,4,forget ,160
P5,8,6,"face, ",465
P5,8,4,forget ,60
P5,8,8,in ,280
P5,8,10,case ,257
P5,8,12,be ,156
P5,8,14,to ,191
P5,8,16,an ,172
P5,8,17,exception. ,254
P6,8,2,I ,246
P6,8,3,never ,132
P6,8,4,forget ,190
P6,8,4,forget ,216
P6,8,6,"face, ",216
P6,8,8,in ,210
P6,8,11,I'll ,236
P6,8,15,make ,364
P6,8,16,an ,142
P7,8,1,Aspect--You ,249
P7,8,1,Aspect--You ,173
P7,8,3,never ,232
P7,8,4,forget ,393
P7,8,1,Aspect--You ,150
P7,8,7,but ,218
P7,8,9,your ,150
P7,8,11,I'll ,167
P7,8,13,glad ,191
P7,8,15,make ,372
P7,8,13,glad ,354
P7,8,10,case ,340
P1,9,0,0,237
P1,9,3,trouble,357
P1,9,3,trouble,157
P1,9,7,that,208
P1,9,11,power,175
P1,9,17,power,254
P1,9,19,speech.,183
P1,9,16,the,200
P1,9,16,the,316
P1,9,18,of,102
P1,9,19,speech.,90
P1,9,1,Aspect--She,182
P1,9,1,Aspect--She,39
P2,9,3,trouble,251
P2,9,3,trouble,173
P2,9,4,with,187
P2,9,5,her,199
P2,9,7,that,195
P2,9,6,is,181
P2,9,8,she,179
P2,9,9,lacks,282
P2,9,9,lacks,171
P2,9,10,the,149
P2,9,11,power,153
P2,9,13,conversation,202
P2,9,13,conversation,194
P2,9,14,but,223
P2,9,16,the,289
P2,9,15,not,132
P2,9,17,power,345
P2,9,19,speech.,159
P2,9,10,the,162
P2,9,9,lacks,255
P2,9,7,that,161
P2,9,3,trouble,128
P2,9,5,her,191
P2,9,7,that,145
P3,9,0,0,111
P3,9,0,0,123
P3,9,2,The,598
P3,9,2,The,403
P3,9,3,trouble,157
P3,9,4,with,54
P3,9,4,with,83
P3,9,4,with,58
P3,9,7,that,160
P3,9,9,lacks,201
P3,9,11,power,220
P3,9,13,conversation,221
P3,9,15,not,199
P3,9,17,power,216
P3,9,19,speech.,109
P3,9,17,power,312
P3,9,17,power,69
P3,9,15,not,337
P3,9,2,The,235
P3,9,3,trouble,152
P3,9,4,with,276
P3,9,7,that,166
P3,9,9,lacks,260
P3,9,11,power,208
P3,9,13,conversation,202
P3,9,15,not,400
P3,9,13,conversation,105
P3,9,17,power,265
P3,9,19,speech.,216
P3,9,3,trouble,242
P3,9,4,with,99
P3,9,4,with,130
P3,9,1,Aspect--She,170
P4,9,1,Aspect--She,218
P4,9,3,trouble,235
P4,9,2,The,166
P4,9,3,trouble,245
P4,9,5,her,218
P4,9,4,with,200
P4,9,6,is,137
P4,9,5,her,163
P4,9,7,that,232
P4,9,8,she,277
P4,9,9,lacks,213
P4,9,11,power,309
P4,9,13,conversation,272
P4,9,14,but,185
P4,9,16,the,165
P4,9,17,power,295
P4,9,19,speech.,140
P4,9,13,conversation,269
P4,9,13,conversation,381
P4,9,11,power,103
P4,9,8,she,138
P4,9,7,that,201
P4,9,9,lacks,132
P4,9,1,Aspect--She,74
P4,9,1,Aspect--She,161
P4,9,3,trouble,170
P4,9,3,trouble,138
P4,9,5,her,192
P4,9,7,that,177
P4,9,9,lacks,172
P4,9,11,power,182
P4,9,13,conversation,260
P4,9,11,power,163
P4,9,17,power,159
P4,9,16,the,151
P4,9,15,not,188
P4,9,14,but,63
P4,9,17,power,158
P5,9,3,trouble ,86
P5,9,3,trouble ,211
P5,9,3,trouble ,121
P5,9,5,her ,201
P5,9,7,that ,203
P5,9,9,lacks ,352
P5,9,10,the ,102
P5,9,11,power ,194
P5,9,13,conversation ,215
P5,9,15,not ,208
P5,9,17,power ,121
P5,9,17,power ,300
P5,9,19,speech. ,1320
P6,9,2,The ,248
P6,9,3,trouble ,146
P6,9,3,trouble ,310
P6,9,4,with ,236
P6,9,6,is ,138
P6,9,7,that ,210
P6,9,8,she ,140
P6,9,11,power ,262
P6,9,13,conversation ,182
P6,9,14,but ,276
P6,9,15,not ,240
P6,9,17,power ,280
P6,9,18,of ,456
P6,9,12,of ,292
P6,9,13,conversation ,334
P6,9,11,power ,48
P7,9,1,Aspect--She ,244
P7,9,1,Aspect--She ,175
P7,9,3,trouble ,180
P7,9,5,her ,462
P7,9,7,that ,372
P7,9,9,lacks ,266
P7,9,12,of ,146
P7,9,13,conversation ,327
P7,9,16,the ,250
P7,9,17,power ,297
P7,9,19,speech. ,758
P7,9,9,lacks ,451
P7,9,1,Aspect--She ,229
P1,10,1,Aspect--Meterological,284
P1,10,1,Aspect--Meterological,144
P1,10,1,Aspect--Meterological,394
P1,10,1,Aspect--Meterological,182
P1,10,1,Aspect--Meterological,377
P1,10,1,Aspect--Meterological,247
P1,10,2,department,134
P1,10,3,Weather,171
P1,10,3,Weather,150
P1,10,4,forecast,205
P1,10,6,tonight:,257
P1,10,6,tonight:,154
P1,10,7,dark.,374
P1,10,1,Aspect--Meterological,66
P2,10,4,forecast,211
P2,10,3,Weather,143
P2,10,3,Weather,161
P2,10,4,forecast,129
P2,10,4,forecast,152
P2,10,5,for,181
P2,10,6,tonight:,373
P2,10,7,dark.,173
P2,10,1,Aspect--Meterological,157
P2,10,1,Aspect--Meterological,197
P2,10,2,department,276
P2,10,4,forecast,417
P2,10,5,for,319
P3,10,3,Weather,203
P3,10,3,Weather,167
P3,10,4,forecast,188
P3,10,6,tonight:,330
P3,10,6,tonight:,150
